,gen_hour,charge_hour,reg_up_hour,reg_down_hour,state_of_charge
2023-01-30 03:00:00,0.0,0.0,40.06,74.0,44.51
2023-01-30 04:00:00,0.0,71.55,0.0,0.0,46.72
2023-01-30 05:00:00,0.0,0.0,100.0,0.0,111.11
2023-01-30 06:00:00,0.0,12.35,-0.0,0.0,100.0
2023-01-30 07:00:00,0.0,0.0,0.0,0.0,111.11
2023-01-30 08:00:00,100.0,0.0,-0.0,0.0,111.11
2023-01-30 09:00:00,0.0,0.0,0.0,100.0,0.0
2023-01-30 10:00:00,-0.0,0.0,8.1,100.0,9.0
2023-01-30 11:00:00,0.0,0.0,15.39,100.0,17.1
2023-01-30 12:00:00,0.0,0.0,21.95,96.36,24.39
2023-01-30 13:00:00,0.0,0.0,27.56,89.43,30.62
2023-01-30 14:00:00,0.0,0.0,32.05,83.89,35.61
2023-01-30 15:00:00,0.0,0.0,35.64,79.46,39.6
2023-01-30 16:00:00,0.0,0.0,38.51,75.91,42.79
2023-01-30 17:00:00,0.0,0.0,40.81,73.08,45.34
2023-01-30 18:00:00,0.0,0.0,42.65,70.81,47.39
2023-01-30 19:00:00,0.0,0.0,44.12,68.99,49.02
2023-01-30 20:00:00,0.0,0.0,45.29,67.54,50.33
2023-01-30 21:00:00,0.0,0.0,46.24,66.38,51.37
2023-01-30 22:00:00,0.0,0.0,46.99,65.45,52.21
2023-01-30 23:00:00,0.0,0.0,47.59,64.7,52.88
2023-01-31 00:00:00,0.0,0.0,48.07,64.11,53.41
2023-01-31 01:00:00,0.0,0.0,48.46,63.63,53.84
2023-01-31 02:00:00,0.0,0.0,48.77,63.25,54.18
2023-01-31 03:00:00,0.0,0.0,49.01,62.95,54.46
2023-01-31 04:00:00,0.0,0.0,49.21,62.7,54.68
2023-01-31 05:00:00,0.0,0.0,49.37,62.51,54.85
2023-01-31 06:00:00,0.0,0.0,49.49,62.35,54.99
2023-01-31 07:00:00,13.59,0.0,36.0,62.23,55.11
2023-01-31 08:00:00,0.0,0.0,37.44,77.23,41.6
2023-01-31 09:00:00,0.0,0.0,39.95,74.13,44.39
2023-01-31 10:00:00,0.0,0.0,41.96,71.65,46.63
2023-01-31 11:00:00,0.0,0.0,43.57,69.67,48.41
2023-01-31 12:00:00,0.0,0.0,44.86,68.08,49.84
2023-01-31 13:00:00,0.0,0.0,45.89,66.81,50.98
2023-01-31 14:00:00,0.0,0.0,46.71,65.79,51.9
2023-01-31 15:00:00,0.0,64.98,47.37,0.0,52.63
2023-01-31 16:00:00,0.0,5.85,95.26,0.0,105.85
2023-01-31 17:00:00,0.0,0.0,90.47,11.76,100.53
2023-01-31 18:00:00,0.0,0.0,82.38,21.75,91.53
2023-01-31 19:00:00,0.0,0.0,75.9,29.75,84.34
2023-01-31 20:00:00,52.86,0.0,17.86,36.15,78.58
2023-01-31 21:00:00,14.54,0.0,4.46,100.0,21.11
2023-01-31 22:00:00,0.0,0.0,12.11,100.0,13.46
2023-01-31 23:00:00,19.0,0.0,0.0,100.0,21.11
2023-02-01 00:00:00,0.0,0.0,8.1,100.0,9.0
2023-02-01 01:00:00,3.28,0.0,12.11,100.0,17.1
2023-02-01 02:00:00,6.85,0.0,12.15,100.0,21.11
2023-02-01 03:00:00,0.0,0.0,19.04,99.95,21.15
2023-02-01 04:00:00,0.0,0.0,25.23,92.31,28.03
2023-02-01 05:00:00,0.0,0.0,30.18,86.19,33.54
2023-02-01 06:00:00,0.0,0.0,34.15,81.3,37.94
2023-02-01 07:00:00,23.17,0.0,14.15,77.39,41.46
2023-02-01 08:00:00,0.0,0.0,19.0,100.0,21.11
2023-02-01 09:00:00,0.0,0.0,25.2,92.35,28.0
2023-02-01 10:00:00,0.0,0.0,30.16,86.22,33.51
2023-02-01 11:00:00,0.0,0.0,34.13,81.32,37.92
2023-02-01 12:00:00,0.0,0.0,37.3,77.4,41.45
2023-02-01 13:00:00,0.0,0.0,39.84,74.27,44.27
2023-02-01 14:00:00,0.0,0.0,41.87,71.76,46.53
2023-02-01 15:00:00,0.0,0.0,43.5,69.75,48.33
2023-02-01 16:00:00,0.0,68.15,44.8,0.0,49.78
2023-02-01 17:00:00,0.0,0.0,95.52,5.53,106.13
2023-02-01 18:00:00,0.0,0.0,86.42,16.77,96.02
2023-02-01 19:00:00,0.0,0.0,79.13,25.76,87.93
2023-02-01 20:00:00,0.0,0.0,73.31,32.96,81.45
2023-02-01 21:00:00,0.0,0.0,68.65,38.71,76.27
2023-02-01 22:00:00,47.7,0.0,17.21,43.31,72.13
2023-02-01 23:00:00,19.0,0.0,0.0,100.0,21.11
